Domain,Area,Element,Item,Year,Unit,Value
"Crops","Albania","Yield","Sorghum","1991","hg/ha","6667"
"Crops","Albania","Yield","Sorghum","1992","hg/ha","3773"
"Crops","Albania","Yield","Soybeans","1980","hg/ha","10000"
"Crops","Albania","Yield","Soybeans","1981","hg/ha","10833"
"Crops","Albania","Yield","Soybeans","1982","hg/ha","12500"
"Crops","Albania","Yield","Soybeans","1983","hg/ha","14000"
"Crops","Albania","Yield","Soybeans","1984","hg/ha","15000"
"Crops","Albania","Yield","Soybeans","1985","hg/ha","16000"
"Crops","Albania","Yield","Soybeans","1986","hg/ha","15000"
"Crops","Albania","Yield","Soybeans","1987","hg/ha","12000"
"Crops","Albania","Yield","Soybeans","1988","hg/ha","10000"
"Crops","Albania","Yield","Soybeans","1989","hg/ha","8571"
"Crops","Albania","Yield","Soybeans","1990","hg/ha","7000"
"Crops","Albania","Yield","Soybeans","1991","hg/ha","6066"
"Crops","Albania","Yield","Soybeans","1992","hg/ha","4507"
"Crops","Albania","Yield","Soybeans","1993","hg/ha","7998"
"Crops","Albania","Yield","Soybeans","1994","hg/ha","7927"
"Crops","Albania","Yield","Soybeans","1995","hg/ha","11791"
"Crops","Albania","Yield","Soybeans","1996","hg/ha","15480"
"Crops","Albania","Yield","Soybeans","1997","hg/ha","12768"
"Crops","Albania","Yield","Soybeans","1998","hg/ha","14327"
"Crops","Albania","Yield","Soybeans","1999","hg/ha","17143"
"Crops","Albania","Yield","Soybeans","2000","hg/ha","15000"
"Crops","Albania","Yield","Soybeans","2001","hg/ha","20000"
"Crops","Albania","Yield","Soybeans","2002","hg/ha","20000"
"Crops","Albania","Yield","Soybeans","2003","hg/ha","12107"
"Crops","Albania","Yield","Soybeans","2004","hg/ha","13333"
"Crops","Albania","Yield","Soybeans","2005","hg/ha","17500"
"Crops","Albania","Yield","Soybeans","2006","hg/ha","20000"
"Crops","Albania","Yield","Soybeans","2007","hg/ha","20000"
"Crops","Albania","Yield","Soybeans","2008","hg/ha","20000"
"Crops","Albania","Yield","Soybeans","2009","hg/ha","16667"
"Crops","Albania","Yield","Soybeans","2010","hg/ha","16667"
"Crops","Albania","Yield","Soybeans","2011","hg/ha","18519"
"Crops","Albania","Yield","Soybeans","2012","hg/ha","13333"
"Crops","Albania","Yield","Soybeans","2013","hg/ha","10000"
"Crops","Albania","Yield","Soybeans","2014","hg/ha","16908"
"Crops","Albania","Yield","Soybeans","2015","hg/ha","25000"
"Crops","Albania","Yield","Soybeans","2016","hg/ha","25152"
"Crops","Albania","Yield","Soybeans","2017","hg/ha","22026"
"Crops","Albania","Yield","Soybeans","2018","hg/ha","29407"
"Crops","Albania","Yield","Soybeans","2019","hg/ha","27626"
"Crops","Albania","Yield","Wheat","1961","hg/ha","7731"
"Crops","Albania","Yield","Wheat","1962","hg/ha","10522"
"Crops","Albania","Yield","Wheat","1963","hg/ha","7127"
"Crops","Albania","Yield","Wheat","1964","hg/ha","9625"
"Crops","Albania","Yield","Wheat","1965","hg/ha","11344"
"Crops","Albania","Yield","Wheat","1966","hg/ha","12398"
"Crops","Albania","Yield","Wheat","1967","hg/ha","13550"
"Crops","Albania","Yield","Wheat","1968","hg/ha","14124"
"Crops","Albania","Yield","Wheat","1969","hg/ha","16389"
"Crops","Albania","Yield","Wheat","1970","hg/ha","15377"
"Crops","Albania","Yield","Wheat","1971","hg/ha","18735"
"Crops","Albania","Yield","Wheat","1972","hg/ha","19000"
"Crops","Albania","Yield","Wheat","1973","hg/ha","20097"
"Crops","Albania","Yield","Wheat","1974","hg/ha","20625"
"Crops","Albania","Yield","Wheat","1975","hg/ha","19375"
"Crops","Albania","Yield","Wheat","1976","hg/ha","25526"
"Crops","Albania","Yield","Wheat","1977","hg/ha","24500"
"Crops","Albania","Yield","Wheat","1978","hg/ha","24500"
"Crops","Albania","Yield","Wheat","1979","hg/ha","24900"
"Crops","Albania","Yield","Wheat","1980","hg/ha","25198"
"Crops","Albania","Yield","Wheat","1981","hg/ha","25321"
"Crops","Albania","Yield","Wheat","1982","hg/ha","26886"
"Crops","Albania","Yield","Wheat","1983","hg/ha","30879"
"Crops","Albania","Yield","Wheat","1984","hg/ha","31579"
"Crops","Albania","Yield","Wheat","1985","hg/ha","31406"
"Crops","Albania","Yield","Wheat","1986","hg/ha","28945"
"Crops","Albania","Yield","Wheat","1987","hg/ha","31031"
"Crops","Albania","Yield","Wheat","1988","hg/ha","32010"
"Crops","Albania","Yield","Wheat","1989","hg/ha","29302"
"Crops","Albania","Yield","Wheat","1990","hg/ha","30197"
"Crops","Albania","Yield","Wheat","1991","hg/ha","20698"
"Crops","Albania","Yield","Wheat","1992","hg/ha","24388"
"Crops","Albania","Yield","Wheat","1993","hg/ha","29976"
"Crops","Albania","Yield","Wheat","1994","hg/ha","24745"
"Crops","Albania","Yield","Wheat","1995","hg/ha","28703"
"Crops","Albania","Yield","Wheat","1996","hg/ha","21741"
"Crops","Albania","Yield","Wheat","1997","hg/ha","28516"
"Crops","Albania","Yield","Wheat","1998","hg/ha","28037"
"Crops","Albania","Yield","Wheat","1999","hg/ha","24954"
"Crops","Albania","Yield","Wheat","2000","hg/ha","30455"
"Crops","Albania","Yield","Wheat","2001","hg/ha","28220"
"Crops","Albania","Yield","Wheat","2002","hg/ha","31617"
"Crops","Albania","Yield","Wheat","2003","hg/ha","28629"
"Crops","Albania","Yield","Wheat","2004","hg/ha","31130"
"Crops","Albania","Yield","Wheat","2005","hg/ha","31582"
"Crops","Albania","Yield","Wheat","2006","hg/ha","30787"
"Crops","Albania","Yield","Wheat","2007","hg/ha","35496"
"Crops","Albania","Yield","Wheat","2008","hg/ha","40168"
"Crops","Albania","Yield","Wheat","2009","hg/ha","40229"
"Crops","Albania","Yield","Wheat","2010","hg/ha","39905"
"Crops","Albania","Yield","Wheat","2011","hg/ha","42301"
"Crops","Albania","Yield","Wheat","2012","hg/ha","41096"
"Crops","Albania","Yield","Wheat","2013","hg/ha","41292"
"Crops","Albania","Yield","Wheat","2014","hg/ha","40001"
"Crops","Albania","Yield","Wheat","2015","hg/ha","39511"
"Crops","Albania","Yield","Wheat","2016","hg/ha","39000"
"Crops","Albania","Yield","Wheat","2017","hg/ha","40367"
"Crops","Albania","Yield","Wheat","2018","hg/ha","36927"
"Crops","Albania","Yield","Wheat","2019","hg/ha","40680"
"Crops","Algeria","Yield","Maize","1961","hg/ha","9746"
"Crops","Algeria","Yield","Maize","1962","hg/ha","5400"
"Crops","Algeria","Yield","Maize","1963","hg/ha","10716"
"Crops","Algeria","Yield","Maize","1964","hg/ha","11703"
"Crops","Algeria","Yield","Maize","1965","hg/ha","11000"
"Crops","Algeria","Yield","Maize","1966","hg/ha","8190"
"Crops","Algeria","Yield","Maize","1967","hg/ha","10948"
"Crops","Algeria","Yield","Maize","1968","hg/ha","11443"
"Crops","Algeria","Yield","Maize","1969","hg/ha","9985"
"Crops","Algeria","Yield","Maize","1970","hg/ha","10235"
"Crops","Algeria","Yield","Maize","1971","hg/ha","8135"
"Crops","Algeria","Yield","Maize","1972","hg/ha","8528"
"Crops","Algeria","Yield","Maize","1973","hg/ha","11795"
"Crops","Algeria","Yield","Maize","1974","hg/ha","13506"
"Crops","Algeria","Yield","Maize","1975","hg/ha","18059"
"Crops","Algeria","Yield","Maize","1976","hg/ha","12787"
"Crops","Algeria","Yield","Maize","1977","hg/ha","12226"
"Crops","Algeria","Yield","Maize","1978","hg/ha","10813"
"Crops","Algeria","Yield","Maize","1979","hg/ha","11169"
"Crops","Algeria","Yield","Maize","1980","hg/ha","9660"
"Crops","Algeria","Yield","Maize","1981","hg/ha","10031"
"Crops","Algeria","Yield","Maize","1982","hg/ha","7836"
"Crops","Algeria","Yield","Maize","1983","hg/ha","9333"
"Crops","Algeria","Yield","Maize","1984","hg/ha","18670"
"Crops","Algeria","Yield","Maize","1985","hg/ha","6376"
"Crops","Algeria","Yield","Maize","1986","hg/ha","8433"
"Crops","Algeria","Yield","Maize","1987","hg/ha","14106"
"Crops","Algeria","Yield","Maize","1988","hg/ha","10000"
"Crops","Algeria","Yield","Maize","1989","hg/ha","24000"
"Crops","Algeria","Yield","Maize","1990","hg/ha","16500"
"Crops","Algeria","Yield","Maize","1991","hg/ha","19231"
"Crops","Algeria","Yield","Maize","1992","hg/ha","22828"
"Crops","Algeria","Yield","Maize","1993","hg/ha","12500"
"Crops","Algeria","Yield","Maize","1994","hg/ha","4512"
"Crops","Algeria","Yield","Maize","1995","hg/ha","16115"
"Crops","Algeria","Yield","Maize","1996","hg/ha","17154"
"Crops","Algeria","Yield","Maize","1997","hg/ha","21417"
"Crops","Algeria","Yield","Maize","1998","hg/ha","17222"
"Crops","Algeria","Yield","Maize","1999","hg/ha","22375"
"Crops","Algeria","Yield","Maize","2000","hg/ha","36186"
"Crops","Algeria","Yield","Maize","2001","hg/ha","27175"
"Crops","Algeria","Yield","Maize","2002","hg/ha","33480"
"Crops","Algeria","Yield","Maize","2003","hg/ha","28853"
"Crops","Algeria","Yield","Maize","2004","hg/ha","31729"
"Crops","Algeria","Yield","Maize","2005","hg/ha","33864"
"Crops","Algeria","Yield","Maize","2006","hg/ha","65668"
"Crops","Algeria","Yield","Maize","2007","hg/ha","85625"
"Crops","Algeria","Yield","Maize","2008","hg/ha","44714"
"Crops","Algeria","Yield","Maize","2009","hg/ha","30914"
"Crops","Algeria","Yield","Maize","2010","hg/ha","25827"
"Crops","Algeria","Yield","Maize","2011","hg/ha","23374"
"Crops","Algeria","Yield","Maize","2012","hg/ha","25583"
"Crops","Algeria","Yield","Maize","2013","hg/ha","33649"
"Crops","Algeria","Yield","Maize","2014","hg/ha","26165"
"Crops","Algeria","Yield","Maize","2015","hg/ha","39242"
"Crops","Algeria","Yield","Maize","2016","hg/ha","45129"
"Crops","Algeria","Yield","Maize","2017","hg/ha","13007"
"Crops","Algeria","Yield","Maize","2018","hg/ha","18409"
"Crops","Algeria","Yield","Maize","2019","hg/ha","41539"
"Crops","Algeria","Yield","Potatoes","1961","hg/ha","106217"
"Crops","Algeria","Yield","Potatoes","1962","hg/ha","100000"
"Crops","Algeria","Yield","Potatoes","1963","hg/ha","92466"
"Crops","Algeria","Yield","Potatoes","1964","hg/ha","70342"
"Crops","Algeria","Yield","Potatoes","1965","hg/ha","81919"
"Crops","Algeria","Yield","Potatoes","1966","hg/ha","66768"
"Crops","Algeria","Yield","Potatoes","1967","hg/ha","63501"
"Crops","Algeria","Yield","Potatoes","1968","hg/ha","68023"
"Crops","Algeria","Yield","Potatoes","1969","hg/ha","52466"
"Crops","Algeria","Yield","Potatoes","1970","hg/ha","62542"
"Crops","Algeria","Yield","Potatoes","1971","hg/ha","62150"
"Crops","Algeria","Yield","Potatoes","1972","hg/ha","53450"
"Crops","Algeria","Yield","Potatoes","1973","hg/ha","55950"
"Crops","Algeria","Yield","Potatoes","1974","hg/ha","66107"
"Crops","Algeria","Yield","Potatoes","1975","hg/ha","82059"
"Crops","Algeria","Yield","Potatoes","1976","hg/ha","70937"
"Crops","Algeria","Yield","Potatoes","1977","hg/ha","63036"
"Crops","Algeria","Yield","Potatoes","1978","hg/ha","64833"
"Crops","Algeria","Yield","Potatoes","1979","hg/ha","64925"
"Crops","Algeria","Yield","Potatoes","1980","hg/ha","77700"
"Crops","Algeria","Yield","Potatoes","1981","hg/ha","63716"
"Crops","Algeria","Yield","Potatoes","1982","hg/ha","56293"
"Crops","Algeria","Yield","Potatoes","1983","hg/ha","63894"
"Crops","Algeria","Yield","Potatoes","1984","hg/ha","72451"
"Crops","Algeria","Yield","Potatoes","1985","hg/ha","83576"
"Crops","Algeria","Yield","Potatoes","1986","hg/ha","83971"
"Crops","Algeria","Yield","Potatoes","1987","hg/ha","84197"
"Crops","Algeria","Yield","Potatoes","1988","hg/ha","92090"
"Crops","Algeria","Yield","Potatoes","1989","hg/ha","96166"
"Crops","Algeria","Yield","Potatoes","1990","hg/ha","78936"
"Crops","Algeria","Yield","Potatoes","1991","hg/ha","90747"
"Crops","Algeria","Yield","Potatoes","1992","hg/ha","107917"
"Crops","Algeria","Yield","Potatoes","1993","hg/ha","111215"
"Crops","Algeria","Yield","Potatoes","1994","hg/ha","95078"
"Crops","Algeria","Yield","Potatoes","1995","hg/ha","136768"
"Crops","Algeria","Yield","Potatoes","1996","hg/ha","134629"
"Crops","Algeria","Yield","Potatoes","1997","hg/ha","141042"
"Crops","Algeria","Yield","Potatoes","1998","hg/ha","160256"
"Crops","Algeria","Yield","Potatoes","1999","hg/ha","153532"
"Crops","Algeria","Yield","Potatoes","2000","hg/ha","166143"
"Crops","Algeria","Yield","Potatoes","2001","hg/ha","147018"
"Crops","Algeria","Yield","Potatoes","2002","hg/ha","183774"
"Crops","Algeria","Yield","Potatoes","2003","hg/ha","212037"
"Crops","Algeria","Yield","Potatoes","2004","hg/ha","203585"
"Crops","Algeria","Yield","Potatoes","2005","hg/ha","216267"
"Crops","Algeria","Yield","Potatoes","2006","hg/ha","220689"
"Crops","Algeria","Yield","Potatoes","2007","hg/ha","189927"
"Crops","Algeria","Yield","Potatoes","2008","hg/ha","236393"
"Crops","Algeria","Yield","Potatoes","2009","hg/ha","250764"
"Crops","Algeria","Yield","Potatoes","2010","hg/ha","270526"
"Crops","Algeria","Yield","Potatoes","2011","hg/ha","292806"
"Crops","Algeria","Yield","Potatoes","2012","hg/ha","304291"
"Crops","Algeria","Yield","Potatoes","2013","hg/ha","303218"
"Crops","Algeria","Yield","Potatoes","2014","hg/ha","299247"
"Crops","Algeria","Yield","Potatoes","2015","hg/ha","296099"
"Crops","Algeria","Yield","Potatoes","2016","hg/ha","304506"
"Crops","Algeria","Yield","Potatoes","2017","hg/ha","309524"
"Crops","Algeria","Yield","Potatoes","2018","hg/ha","310916"
"Crops","Algeria","Yield","Potatoes","2019","hg/ha","318011"
"Crops","Algeria","Yield","Rice, paddy","1961","hg/ha","45512"
"Crops","Algeria","Yield","Rice, paddy","1962","hg/ha","40000"
"Crops","Algeria","Yield","Rice, paddy","1963","hg/ha","44041"
"Crops","Algeria","Yield","Rice, paddy","1964","hg/ha","38275"
"Crops","Algeria","Yield","Rice, paddy","1965","hg/ha","29105"
"Crops","Algeria","Yield","Rice, paddy","1966","hg/ha","28906"
"Crops","Algeria","Yield","Rice, paddy","1967","hg/ha","26655"
"Crops","Algeria","Yield","Rice, paddy","1968","hg/ha","31333"
"Crops","Algeria","Yield","Rice, paddy","1969","hg/ha","34066"
"Crops","Algeria","Yield","Rice, paddy","1970","hg/ha","15810"
"Crops","Algeria","Yield","Rice, paddy","1971","hg/ha","23403"
"Crops","Algeria","Yield","Rice, paddy","1972","hg/ha","20729"
"Crops","Algeria","Yield","Rice, paddy","1973","hg/ha","20057"
"Crops","Algeria","Yield","Rice, paddy","1974","hg/ha","24706"
"Crops","Algeria","Yield","Rice, paddy","1975","hg/ha","27586"
"Crops","Algeria","Yield","Rice, paddy","1976","hg/ha","25580"
"Crops","Algeria","Yield","Rice, paddy","1977","hg/ha","24719"
"Crops","Algeria","Yield","Rice, paddy","1978","hg/ha","11192"
"Crops","Algeria","Yield","Rice, paddy","1979","hg/ha","25000"
"Crops","Algeria","Yield","Rice, paddy","1980","hg/ha","28571"
"Crops","Algeria","Yield","Rice, paddy","1981","hg/ha","28571"
"Crops","Algeria","Yield","Rice, paddy","1982","hg/ha","28571"
"Crops","Algeria","Yield","Rice, paddy","1983","hg/ha","26667"
"Crops","Algeria","Yield","Rice, paddy","1984","hg/ha","26667"
"Crops","Algeria","Yield","Rice, paddy","1985","hg/ha","26667"
"Crops","Algeria","Yield","Rice, paddy","1986","hg/ha","26957"
"Crops","Algeria","Yield","Rice, paddy","1987","hg/ha","27083"
"Crops","Algeria","Yield","Rice, paddy","1988","hg/ha","27925"
"Crops","Algeria","Yield","Rice, paddy","1989","hg/ha","27925"
"Crops","Algeria","Yield","Rice, paddy","1990","hg/ha","28000"
"Crops","Algeria","Yield","Rice, paddy","1991","hg/ha","26786"
"Crops","Algeria","Yield","Rice, paddy","1992","hg/ha","24737"
"Crops","Algeria","Yield","Rice, paddy","1993","hg/ha","23118"
"Crops","Algeria","Yield","Rice, paddy","1994","hg/ha","21411"
"Crops","Algeria","Yield","Rice, paddy","1995","hg/ha","19594"
"Crops","Algeria","Yield","Rice, paddy","1996","hg/ha","17883"
"Crops","Algeria","Yield","Rice, paddy","1997","hg/ha","15000"
"Crops","Algeria","Yield","Rice, paddy","1998","hg/ha","15000"
"Crops","Algeria","Yield","Rice, paddy","1999","hg/ha","13988"
"Crops","Algeria","Yield","Rice, paddy","2000","hg/ha","13084"
"Crops","Algeria","Yield","Rice, paddy","2001","hg/ha","12396"
"Crops","Algeria","Yield","Rice, paddy","2002","hg/ha","13029"
"Crops","Algeria","Yield","Rice, paddy","2003","hg/ha","12879"
"Crops","Algeria","Yield","Rice, paddy","2004","hg/ha","12897"
"Crops","Algeria","Yield","Rice, paddy","2005","hg/ha","13043"
"Crops","Algeria","Yield","Rice, paddy","2006","hg/ha","12811"
"Crops","Algeria","Yield","Rice, paddy","2007","hg/ha","13385"
"Crops","Algeria","Yield","Rice, paddy","2008","hg/ha","13975"
"Crops","Algeria","Yield","Rice, paddy","2009","hg/ha","14612"
"Crops","Algeria","Yield","Rice, paddy","2010","hg/ha","15369"
"Crops","Algeria","Yield","Rice, paddy","2011","hg/ha","16080"
"Crops","Algeria","Yield","Rice, paddy","2012","hg/ha","16667"
"Crops","Algeria","Yield","Rice, paddy","2013","hg/ha","17778"
"Crops","Algeria","Yield","Rice, paddy","2014","hg/ha","17778"
"Crops","Algeria","Yield","Rice, paddy","2015","hg/ha","18013"
"Crops","Algeria","Yield","Rice, paddy","2016","hg/ha","18406"
"Crops","Algeria","Yield","Rice, paddy","2017","hg/ha","19000"
"Crops","Algeria","Yield","Rice, paddy","2018","hg/ha","19508"
"Crops","Algeria","Yield","Rice, paddy","2019","hg/ha","19913"
"Crops","Algeria","Yield","Sorghum","1961","hg/ha","4526"
"Crops","Algeria","Yield","Sorghum","1962","hg/ha","6667"
"Crops","Algeria","Yield","Sorghum","1963","hg/ha","9511"
"Crops","Algeria","Yield","Sorghum","1964","hg/ha","7828"
"Crops","Algeria","Yield","Sorghum","1965","hg/ha","7669"
"Crops","Algeria","Yield","Sorghum","1966","hg/ha","7900"
"Crops","Algeria","Yield","Sorghum","1967","hg/ha","8506"
"Crops","Algeria","Yield","Sorghum","1968","hg/ha","10016"
"Crops","Algeria","Yield","Sorghum","1969","hg/ha","8830"
"Crops","Algeria","Yield","Sorghum","1970","hg/ha","8566"
"Crops","Algeria","Yield","Sorghum","1971","hg/ha","6979"
"Crops","Algeria","Yield","Sorghum","1972","hg/ha","10734"
"Crops","Algeria","Yield","Sorghum","1973","hg/ha","13878"
"Crops","Algeria","Yield","Sorghum","1974","hg/ha","7795"
"Crops","Algeria","Yield","Sorghum","1975","hg/ha","14600"
"Crops","Algeria","Yield","Sorghum","1976","hg/ha","14323"
"Crops","Algeria","Yield","Sorghum","1977","hg/ha","12688"
"Crops","Algeria","Yield","Sorghum","1978","hg/ha","21123"
"Crops","Algeria","Yield","Sorghum","1979","hg/ha","31783"
"Crops","Algeria","Yield","Sorghum","1980","hg/ha","21852"
"Crops","Algeria","Yield","Sorghum","1981","hg/ha","16133"
"Crops","Algeria","Yield","Sorghum","1982","hg/ha","19300"
"Crops","Algeria","Yield","Sorghum","1983","hg/ha","26400"
"Crops","Algeria","Yield","Sorghum","1984","hg/ha","17425"
"Crops","Algeria","Yield","Sorghum","1985","hg/ha","9111"
"Crops","Algeria","Yield","Sorghum","1986","hg/ha","15385"
"Crops","Algeria","Yield","Sorghum","1987","hg/ha","18889"
"Crops","Algeria","Yield","Sorghum","1988","hg/ha","25233"
"Crops","Algeria","Yield","Sorghum","1989","hg/ha","18632"
"Crops","Algeria","Yield","Sorghum","1990","hg/ha","16571"
"Crops","Algeria","Yield","Sorghum","1991","hg/ha","24231"
"Crops","Algeria","Yield","Sorghum","1992","hg/ha","40000"
"Crops","Algeria","Yield","Sorghum","1993","hg/ha","50000"
"Crops","Algeria","Yield","Sorghum","1995","hg/ha","12667"
"Crops","Algeria","Yield","Sorghum","1996","hg/ha","14750"
"Crops","Algeria","Yield","Sorghum","1997","hg/ha","40000"
"Crops","Algeria","Yield","Sorghum","1998","hg/ha","24500"
"Crops","Algeria","Yield","Sorghum","1999","hg/ha","27000"
"Crops","Algeria","Yield","Sorghum","2000","hg/ha","69500"
"Crops","Algeria","Yield","Sorghum","2001","hg/ha","27750"
"Crops","Algeria","Yield","Sorghum","2002","hg/ha","33900"
"Crops","Algeria","Yield","Sorghum","2003","hg/ha","26391"
"Crops","Algeria","Yield","Sorghum","2004","hg/ha","43316"
"Crops","Algeria","Yield","Sorghum","2005","hg/ha","33486"
"Crops","Algeria","Yield","Sorghum","2006","hg/ha","56728"
"Crops","Algeria","Yield","Sorghum","2007","hg/ha","119059"
"Crops","Algeria","Yield","Sorghum","2008","hg/ha","61786"
